team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,month,day_of_week
0.4543226352510716,-0.3028348984148883,1.4094821510333408,-0.1520595778560864,0.6788920048299485,0.1041955022719273,0.0,-0.1130046638506155,1.986638864761805,1.0090916595874388,True,False,False,False,False,True,False,False,False,False,True,3,2
-1.5673286450297188,0.2081509676728203,-1.0167776647819042,-0.0625865616826259,-0.6833493526300471,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-0.7035139606503972,False,False,False,False,True,False,False,False,False,False,False,2,0
1.0319372867598688,0.2081509676728203,-1.111853407376021,-0.0625865616826259,-1.0776823771579405,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,False,False,False,False,True,False,False,False,False,False,False,1,0
-0.7009066677665229,-0.3028348984148883,-0.9975796782965536,-0.0625865616826259,-0.8267431797310992,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-0.8837882364649062,True,False,False,False,False,False,False,False,True,False,False,2,3
1.609551938268666,0.7191368337605292,-0.3155940631502942,-0.4140365692119789,3.152435522323098,1.1501488784456009,0.0,-0.1130046638506155,-0.3516174981879301,-0.1401568487300564,True,False,False,False,False,True,False,False,True,False,False,1,3
-0.4120993420121243,-1.3248066305903048,0.4879787997365181,-0.0683128347177273,1.7543457080878395,0.1041955022719273,0.0,-0.1130046638506155,-0.3516174981879301,1.054160228541066,False,True,False,False,False,True,False,True,False,False,False,1,6
0.7431299610054702,0.7191368337605292,-1.0167776647819042,-0.0625865616826259,-1.0776823771579405,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,True,False,False,False,False,False,False,True,False,False,False,2,6
-0.9897139935209216,0.2081509676728203,1.3107496491086812,0.112064765887969,0.7147404616052115,0.5796288550781425,0.0,-0.1130046638506155,4.32489522771154,1.054160228541066,False,False,True,False,False,True,False,False,False,False,True,2,2
-0.7009066677665229,0.7191368337605292,-1.0167776647819042,-0.0625865616826259,-0.2173194145516275,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-0.838719667511279,False,False,False,False,True,False,False,False,False,False,False,1,0
1.0319372867598688,0.2081509676728203,-1.0167776647819042,-0.0625865616826259,-0.9342885500568884,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,True,False,False,False,True,False,False,False,True,False,False,1,3
0.4543226352510716,-0.813820764502596,-0.9975796782965536,-0.0625865616826259,-1.0776823771579405,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,False,False,False,False,True,False,False,True,False,False,False,2,6
-0.7009066677665229,-0.3028348984148883,-1.0167776647819042,-0.0625865616826259,-1.0776823771579405,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,False,False,False,False,False,False,False,False,False,False,True,3,2
-0.9897139935209216,-0.3028348984148883,0.6817870442552945,0.0089918512561425,1.7005730229249452,1.1501488784456009,0.0,-0.1130046638506155,-0.3516174981879301,1.0090916595874388,False,True,False,False,False,True,False,False,False,False,True,1,2
-0.1232920162577256,0.7191368337605292,-0.3338778598030089,-0.5120989949380916,3.009041695222046,0.7381066393468809,0.0,-0.1130046638506155,-0.3516174981879301,-0.1852254176836836,True,False,False,False,False,True,False,False,True,False,False,1,3
-0.9897139935209216,-2.346778362765721,-0.9079890746982516,-0.0625865616826259,-1.0776823771579405,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,False,True,False,False,False,False,False,False,False,False,True,2,2
-1.5673286450297188,0.7191368337605292,0.6817870442552945,0.1772011216622483,-0.1814709577763645,1.1501488784456009,0.0,-0.1130046638506155,-0.3516174981879301,1.0090916595874388,False,True,False,False,False,True,False,False,False,False,True,2,2
0.1655153094966729,0.7191368337605292,0.9907832076861732,-0.0003133424258973,1.6736866803434978,1.0550622078843577,0.0,-0.1130046638506155,-0.3516174981879301,0.9865573751106252,True,False,False,False,False,True,False,False,False,True,False,1,1
1.609551938268666,0.7191368337605292,1.07945962145184,-0.3875525564246346,0.3293695512711338,0.928279980469367,0.0,-0.1130046638506155,-0.3516174981879301,-0.1401568487300564,False,True,False,False,False,True,False,True,False,False,False,1,6
0.1655153094966729,0.7191368337605292,0.9907832076861732,0.1106331976291937,1.6736866803434978,1.0550622078843577,0.0,-0.1130046638506155,-0.3516174981879301,0.9865573751106252,False,True,False,False,False,True,False,False,True,False,False,1,3
-0.1232920162577256,0.2081509676728203,-1.111853407376021,-0.0625865616826259,-0.3607132416526797,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,False,False,True,False,False,False,False,False,True,False,False,2,3
1.3207446125142674,-2.346778362765721,-1.111853407376021,-0.0625865616826259,-1.0776823771579405,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1992682191402972,False,False,True,False,True,False,False,False,False,False,True,1,2
-0.9897139935209216,-0.3028348984148883,-1.0167776647819042,-0.0625865616826259,2.22037564616626,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-0.65844539169677,False,False,True,False,True,False,False,False,True,False,False,1,3
1.0319372867598688,0.7191368337605292,-1.0167776647819042,-0.0625865616826259,-1.0059854636074144,-0.8466712033405029,0.0,-0.1130046638506155,-0.3516174981879301,-1.1091310812330426,False,False,False,False,True,False,False,False,False,False,False,2,0
-0.4120993420121243,-0.813820764502596,1.374742937393183,-0.5729406459360449,0.3741801222402126,-0.8466712033405029,0.0,2.9473252598866435,-0.3516174981879301,1.0766945130178798,False,False,False,False,False,True,False,False,False,False,True,2,2
